Ngày,Đóng cửa,Mở cửa,Cao nhất,Thấp nhất,KL,% Thay đổi
6/1/2016,"105,000.00","104,167.00","105,000.00","103,333.00",300.91K,0.80%
5/1/2016,"104,167.00","105,000.00","105,833.00","104,167.00",342.82K,-0.79%
4/1/2016,"105,000.00","106,667.00","106,667.00","104,167.00",563.18K,-1.56%
31/12/2015,"106,667.00","105,000.00","108,333.00","105,000.00",826.20K,0.79%
30/12/2015,"105,833.00","105,833.00","106,667.00","105,000.00",370.85K,0.00%
29/12/2015,"105,833.00","105,833.00","105,833.00","104,167.00",479.51K,0.00%
28/12/2015,"105,833.00","104,167.00","106,667.00","103,333.00",986.08K,2.42%
25/12/2015,"103,333.00","103,333.00","104,167.00","102,500.00",378.76K,-0.80%
24/12/2015,"104,167.00","103,333.00","104,167.00","102,500.00",379.33K,0.81%
23/12/2015,"103,333.00","104,167.00","104,167.00","102,500.00",352.26K,-0.80%
22/12/2015,"104,167.00","105,000.00","105,833.00","104,167.00",521.89K,0.00%
21/12/2015,"104,167.00","106,667.00","106,667.00","104,167.00",615.89K,-2.34%
18/12/2015,"106,667.00","106,667.00","107,500.00","105,833.00",379.13K,0.00%
17/12/2015,"106,667.00","106,667.00","107,500.00","105,833.00",381.13K,0.00%
16/12/2015,"106,667.00","105,833.00","107,500.00","105,000.00",794.87K,1.59%
15/12/2015,"105,000.00","103,333.00","105,833.00","103,333.00",853.04K,1.61%
14/12/2015,"103,333.00","102,500.00","104,167.00","101,667.00",284.52K,0.81%
11/12/2015,"102,500.00","102,500.00","104,167.00","101,667.00",385.28K,0.00%
10/12/2015,"102,500.00","102,500.00","104,167.00","101,667.00",302.78K,0.00%
9/12/2015,"102,500.00","104,167.00","105,833.00","102,500.00",564.76K,-1.60%
8/12/2015,"104,167.00","100,000.00","104,167.00","98,333.00",1.04M,4.17%
7/12/2015,"100,000.00","101,667.00","102,500.00","100,000.00",425.27K,-2.44%
4/12/2015,"102,500.00","102,500.00","102,500.00","100,833.00",304.79K,0.00%
3/12/2015,"102,500.00","102,500.00","103,333.00","100,833.00",460.50K,0.00%
2/12/2015,"102,500.00","100,833.00","103,333.00","100,833.00",494.35K,0.82%
1/12/2015,"101,667.00","103,333.00","103,333.00","100,833.00",1.32M,-1.61%
30/11/2015,"103,333.00","104,167.00","105,000.00","102,500.00",1.01M,0.00%
27/11/2015,"103,333.00","102,500.00","105,833.00","102,500.00",1.34M,0.81%
26/11/2015,"102,500.00","104,167.00","105,000.00","102,500.00",293.75K,-1.60%
25/11/2015,"104,167.00","101,667.00","105,000.00","100,000.00",1.14M,1.63%
24/11/2015,"102,500.00","105,833.00","106,667.00","100,833.00",3.08M,-3.15%
23/11/2015,"105,833.00","110,833.00","110,833.00","105,000.00",2.03M,-3.05%
20/11/2015,"109,167.00","108,333.00","110,833.00","108,333.00",850.62K,0.77%
19/11/2015,"108,333.00","110,000.00","111,667.00","108,333.00",1.16M,-1.52%
18/11/2015,"110,000.00","110,833.00","112,500.00","108,333.00",1.67M,-1.49%
17/11/2015,"111,667.00","116,667.00","116,667.00","110,833.00",2.25M,-4.29%
16/11/2015,"116,667.00","114,167.00","116,667.00","114,167.00",1.11M,2.19%
13/11/2015,"114,167.00","110,000.00","115,000.00","110,000.00",1.19M,3.79%
12/11/2015,"110,000.00","109,167.00","110,000.00","106,667.00",655.24K,1.54%
11/11/2015,"108,333.00","105,833.00","110,000.00","105,833.00",999.92K,1.56%
10/11/2015,"106,667.00","105,833.00","107,500.00","105,000.00",779.92K,0.79%
9/11/2015,"105,833.00","107,500.00","108,333.00","105,000.00",880.19K,-1.55%
6/11/2015,"107,500.00","106,667.00","110,833.00","105,833.00",1.99M,0.78%
5/11/2015,"106,667.00","103,333.00","107,500.00","102,500.00",1.11M,4.07%
4/11/2015,"102,500.00","103,333.00","104,167.00","102,500.00",533.74K,0.00%
3/11/2015,"102,500.00","100,833.00","103,333.00","99,167.00",2.83M,5.13%
2/11/2015,"97,500.00","98,333.00","99,167.00","96,667.00",858.60K,-0.85%
30/10/2015,"98,333.00","99,167.00","100,000.00","97,500.00",711.35K,-0.84%
29/10/2015,"99,167.00","95,833.00","99,167.00","95,833.00",1.38M,4.39%
28/10/2015,"95,000.00","95,833.00","96,667.00","95,000.00",439.60K,0.00%
27/10/2015,"95,000.00","95,000.00","95,833.00","94,167.00",472.73K,0.88%
26/10/2015,"94,167.00","96,667.00","97,500.00","94,167.00",919.20K,-1.74%
23/10/2015,"95,833.00","95,000.00","95,833.00","94,167.00",685.22K,0.88%
22/10/2015,"95,000.00","93,333.00","95,000.00","93,333.00",595.27K,0.88%
21/10/2015,"94,167.00","92,500.00","95,000.00","92,500.00",870.64K,0.89%
20/10/2015,"93,333.00","93,333.00","95,833.00","92,500.00",1.38M,0.90%
19/10/2015,"92,500.00","89,167.00","93,333.00","88,333.00",1.56M,4.72%
16/10/2015,"88,333.00","87,500.00","90,000.00","87,500.00",1.02M,0.95%
15/10/2015,"87,500.00","88,333.00","88,333.00","86,667.00",499.66K,-0.94%
14/10/2015,"88,333.00","88,333.00","90,833.00","87,500.00",2.46M,3.92%
13/10/2015,"85,000.00","84,167.00","85,000.00","84,167.00",337.31K,0.99%
12/10/2015,"84,167.00","84,167.00","85,000.00","83,333.00",418.98K,0.00%
9/10/2015,"84,167.00","84,167.00","85,833.00","84,167.00",383.98K,0.00%
8/10/2015,"84,167.00","85,000.00","85,833.00","84,167.00",489.96K,-0.98%
7/10/2015,"85,000.00","85,000.00","85,833.00","84,167.00",480.08K,-0.97%
6/10/2015,"85,833.00","86,667.00","87,500.00","85,000.00",454.39K,0.00%
5/10/2015,"85,833.00","84,167.00","86,667.00","83,333.00",1.02M,3.00%
2/10/2015,"83,333.00","83,333.00","84,167.00","83,333.00",189.82K,-0.99%
1/10/2015,"84,167.00","83,333.00","84,167.00","83,333.00",241.58K,1.00%
30/09/2015,"83,333.00","83,333.00","85,000.00","83,333.00",155.63K,0.00%
29/09/2015,"83,333.00","84,167.00","84,167.00","82,917.00",311.05K,-1.96%
28/09/2015,"85,000.00","84,167.00","85,833.00","84,167.00",438.59K,0.99%
25/09/2015,"84,167.00","83,333.00","84,167.00","82,917.00",221.51K,1.00%
24/09/2015,"83,333.00","84,167.00","84,167.00","83,333.00",314.88K,-0.99%
23/09/2015,"84,167.00","85,000.00","86,667.00","84,167.00",465.80K,-0.98%
22/09/2015,"85,000.00","82,500.00","85,000.00","82,500.00",799.54K,3.03%
21/09/2015,"82,500.00","82,083.00","82,917.00","81,667.00",257.56K,0.51%
18/09/2015,"82,083.00","81,667.00","82,500.00","81,667.00",269.83K,1.03%
17/09/2015,"81,250.00","81,250.00","81,667.00","80,833.00",316.63K,0.00%
16/09/2015,"81,250.00","81,250.00","81,667.00","80,833.00",196.56K,0.00%
15/09/2015,"81,250.00","81,250.00","82,083.00","80,833.00",348.92K,0.00%
14/09/2015,"81,250.00","81,667.00","82,083.00","81,250.00",178.70K,-1.01%
11/9/2015,"82,083.00","82,917.00","83,333.00","82,083.00",171.37K,-1.01%
10/9/2015,"82,917.00","81,667.00","83,333.00","81,250.00",328.61K,2.05%
9/9/2015,"81,250.00","81,667.00","81,667.00","80,833.00",226.43K,0.52%
8/9/2015,"80,833.00","80,417.00","81,667.00","80,417.00",440.70K,0.00%
7/9/2015,"80,833.00","81,667.00","82,083.00","80,833.00",405.88K,-1.52%
4/9/2015,"82,083.00","82,500.00","82,500.00","81,667.00",165.26K,-0.51%
3/9/2015,"82,500.00","82,917.00","83,333.00","81,667.00",314.98K,-0.50%
1/9/2015,"82,917.00","83,333.00","84,167.00","82,917.00",355.67K,-0.50%
31/08/2015,"83,333.00","84,167.00","85,833.00","82,917.00",355.68K,-0.99%
28/08/2015,"84,167.00","83,333.00","84,167.00","82,500.00",541.55K,1.51%
27/08/2015,"82,917.00","84,167.00","84,167.00","82,500.00",305.06K,-0.50%
26/08/2015,"83,333.00","80,417.00","84,167.00","80,417.00",580.96K,4.17%
25/08/2015,"80,000.00","76,667.00","82,083.00","76,667.00",959.14K,1.59%
24/08/2015,"78,750.00","82,917.00","82,917.00","78,333.00",1.42M,-6.44%
21/08/2015,"84,167.00","83,333.00","84,167.00","81,667.00",835.40K,-0.98%
20/08/2015,"85,000.00","85,833.00","86,667.00","85,000.00",339.00K,-1.92%
19/08/2015,"86,667.00","85,000.00","86,667.00","84,167.00",465.02K,0.97%
18/08/2015,"85,833.00","85,833.00","86,667.00","84,167.00",613.12K,0.00%
17/08/2015,"85,833.00","87,500.00","87,500.00","85,000.00",464.51K,-1.91%
14/08/2015,"87,500.00","87,500.00","89,167.00","86,667.00",566.09K,0.00%
13/08/2015,"87,500.00","85,833.00","87,500.00","85,000.00",734.78K,1.94%
12/8/2015,"85,833.00","86,667.00","87,500.00","85,000.00",857.90K,-1.91%
11/8/2015,"87,500.00","90,000.00","90,833.00","87,500.00",525.76K,-1.87%
10/8/2015,"89,167.00","85,000.00","89,167.00","85,000.00",1.15M,7.00%
7/8/2015,"83,333.00","81,250.00","83,333.00","80,833.00",731.90K,3.09%
6/8/2015,"80,833.00","80,417.00","82,083.00","80,000.00",590.96K,1.04%
5/8/2015,"80,000.00","79,167.00","80,417.00","79,167.00",520.56K,-1.54%
4/8/2015,"81,250.00","82,639.00","82,639.00","81,250.00",723.31K,-1.68%
3/8/2015,"82,639.00","83,333.00","83,333.00","81,944.00",388.80K,-0.83%
31/07/2015,"83,333.00","82,639.00","84,028.00","81,944.00",580.58K,0.84%
30/07/2015,"82,639.00","84,028.00","84,028.00","82,639.00",317.45K,-1.65%
29/07/2015,"84,028.00","84,028.00","84,722.00","83,333.00",396.62K,0.00%
28/07/2015,"84,028.00","84,722.00","85,417.00","84,028.00",492.01K,-0.82%
27/07/2015,"84,722.00","84,028.00","84,722.00","83,333.00",468.68K,0.00%
24/07/2015,"84,722.00","85,417.00","85,417.00","84,028.00",584.81K,0.00%
23/07/2015,"84,722.00","83,333.00","86,111.00","83,333.00",1.64M,2.52%
22/07/2015,"82,639.00","81,250.00","82,639.00","80,555.00",706.39K,1.71%
21/07/2015,"81,250.00","80,555.00","81,250.00","80,555.00",155.32K,0.86%
20/07/2015,"80,555.00","81,250.00","81,250.00","79,861.00",273.57K,-0.86%
17/07/2015,"81,250.00","81,250.00","81,944.00","80,555.00",437.95K,0.00%
16/07/2015,"81,250.00","81,944.00","81,944.00","80,555.00",392.99K,-0.85%
15/07/2015,"81,944.00","81,944.00","82,639.00","81,250.00",523.30K,0.00%
14/07/2015,"81,944.00","81,250.00","81,944.00","80,555.00",448.72K,0.85%
13/07/2015,"81,250.00","81,250.00","81,250.00","80,555.00",484.81K,1.74%
10/7/2015,"79,861.00","79,861.00","80,555.00","79,167.00",257.42K,0.00%
9/7/2015,"79,861.00","79,167.00","80,555.00","79,167.00",247.64K,0.00%
8/7/2015,"79,861.00","81,250.00","81,250.00","79,167.00",391.31K,-1.71%
7/7/2015,"81,250.00","80,555.00","81,250.00","79,861.00",315.35K,0.86%
6/7/2015,"80,555.00","79,861.00","81,944.00","79,861.00",913.80K,0.87%
3/7/2015,"79,861.00","79,167.00","79,861.00","78,472.00",199.86K,0.88%
2/7/2015,"79,167.00","79,167.00","79,861.00","78,472.00",228.70K,0.00%
1/7/2015,"79,167.00","78,472.00","79,861.00","78,472.00",525.96K,0.89%
30/06/2015,"78,472.00","78,472.00","79,167.00","77,778.00",532.83K,-0.88%
29/06/2015,"79,167.00","79,167.00","79,861.00","78,472.00",446.86K,0.00%
26/06/2015,"79,167.00","76,389.00","80,555.00","76,389.00",1.47M,2.70%
25/06/2015,"77,083.00","75,694.00","77,083.00","75,000.00",371.87K,1.84%
24/06/2015,"75,694.00","76,389.00","77,083.00","75,694.00",352.94K,-1.80%
23/06/2015,"77,083.00","77,778.00","78,472.00","76,389.00",361.82K,-0.89%
22/06/2015,"77,778.00","75,000.00","77,778.00","75,000.00",1.06M,4.67%
19/06/2015,"74,305.00","74,305.00","75,000.00","73,611.00",719.45K,0.94%
18/06/2015,"73,611.00","72,917.00","73,611.00","72,917.00",169.30K,0.95%
17/06/2015,"72,917.00","72,917.00","73,611.00","72,222.00",146.33K,0.00%
16/06/2015,"72,917.00","73,611.00","73,611.00","72,222.00",107.91K,-0.94%
15/06/2015,"73,611.00","72,917.00","73,611.00","72,917.00",57.46K,0.00%
12/6/2015,"73,611.00","73,611.00","74,305.00","72,917.00",124.76K,-1.85%
11/6/2015,"75,000.00","74,305.00","75,000.00","74,305.00",207.91K,0.94%
10/6/2015,"74,305.00","74,305.00","75,000.00","73,611.00",85.62K,0.00%
9/6/2015,"74,305.00","75,000.00","75,000.00","74,305.00",93.25K,-0.93%
8/6/2015,"75,000.00","74,305.00","75,000.00","74,305.00",91.22K,0.94%
5/6/2015,"74,305.00","74,305.00","75,000.00","73,611.00",103.75K,0.00%
4/6/2015,"74,305.00","73,611.00","75,000.00","73,611.00",129.11K,0.94%
3/6/2015,"73,611.00","73,611.00","74,305.00","72,917.00",166.41K,0.00%
2/6/2015,"73,611.00","73,611.00","73,611.00","72,917.00",44.37K,0.00%
1/6/2015,"73,611.00","73,611.00","74,305.00","72,917.00",178.99K,0.95%
29/05/2015,"72,917.00","73,611.00","73,611.00","72,917.00",77.89K,-0.94%
28/05/2015,"73,611.00","72,917.00","73,611.00","72,917.00",57.60K,0.00%
27/05/2015,"73,611.00","72,917.00","73,611.00","72,917.00",85.87K,0.00%
26/05/2015,"73,611.00","73,611.00","73,611.00","72,917.00",138.53K,0.00%
25/05/2015,"73,611.00","74,305.00","74,305.00","72,917.00",141.65K,-0.93%
22/05/2015,"74,305.00","73,611.00","74,305.00","73,611.00",66.97K,0.94%
21/05/2015,"73,611.00","74,305.00","74,305.00","72,917.00",100.99K,-0.93%
20/05/2015,"74,305.00","72,222.00","74,305.00","72,222.00",264.37K,1.90%
19/05/2015,"72,917.00","72,222.00","72,917.00","72,222.00",66.56K,0.00%
18/05/2015,"72,917.00","72,222.00","72,917.00","71,528.00",128.03K,0.00%
15/05/2015,"72,917.00","72,917.00","73,611.00","72,222.00",141.61K,0.00%
14/05/2015,"72,917.00","72,917.00","73,611.00","72,222.00",130.97K,0.00%
13/05/2015,"72,917.00","72,917.00","73,611.00","72,917.00",65.13K,0.00%
12/5/2015,"72,917.00","73,611.00","74,305.00","72,917.00",85.98K,-0.94%
11/5/2015,"73,611.00","73,611.00","74,305.00","72,917.00",124.14K,0.00%
8/5/2015,"73,611.00","73,611.00","74,305.00","73,611.00",104.17K,0.00%
7/5/2015,"73,611.00","73,611.00","75,000.00","72,917.00",142.69K,0.00%
6/5/2015,"73,611.00","73,611.00","74,305.00","72,917.00",170.31K,0.00%
5/5/2015,"73,611.00","73,611.00","73,611.00","72,222.00",305.31K,0.00%
4/5/2015,"73,611.00","74,305.00","75,000.00","73,611.00",232.37K,-1.85%
27/04/2015,"75,000.00","75,694.00","75,694.00","75,000.00",108.25K,-0.92%
24/04/2015,"75,694.00","75,694.00","75,694.00","75,000.00",197.01K,0.93%
23/04/2015,"75,000.00","75,000.00","75,694.00","75,000.00",69.58K,0.00%
22/04/2015,"75,000.00","75,000.00","75,694.00","74,305.00",65.51K,0.00%
21/04/2015,"75,000.00","75,000.00","75,694.00","74,305.00",64.83K,0.00%
20/04/2015,"75,000.00","75,694.00","75,694.00","74,305.00",189.32K,0.00%
17/04/2015,"75,000.00","75,000.00","75,694.00","75,000.00",87.52K,0.00%
16/04/2015,"75,000.00","75,694.00","75,694.00","75,000.00",101.69K,-0.92%
15/04/2015,"75,694.00","76,389.00","76,389.00","75,000.00",185.17K,-0.91%
14/04/2015,"76,389.00","77,083.00","77,083.00","75,694.00",289.17K,0.00%
13/04/2015,"76,389.00","76,389.00","77,083.00","75,000.00",397.27K,1.85%
10/4/2015,"75,000.00","73,611.00","75,694.00","73,611.00",334.71K,1.89%
9/4/2015,"73,611.00","73,611.00","74,305.00","73,611.00",106.69K,0.00%
8/4/2015,"73,611.00","73,611.00","74,305.00","73,611.00",210.34K,0.00%
7/4/2015,"73,611.00","72,222.00","73,611.00","72,222.00",165.74K,1.92%
6/4/2015,"72,222.00","72,917.00","73,611.00","72,222.00",123.21K,-0.95%
3/4/2015,"72,917.00","72,917.00","73,611.00","72,222.00",81.45K,-0.94%
2/4/2015,"73,611.00","72,222.00","73,611.00","72,222.00",139.85K,0.95%
1/4/2015,"72,917.00","73,611.00","73,611.00","72,222.00",217.99K,-0.94%
31/03/2015,"73,611.00","72,917.00","73,611.00","72,222.00",132.71K,0.95%
30/03/2015,"72,917.00","73,611.00","73,611.00","72,222.00",102.76K,0.00%
27/03/2015,"72,917.00","73,611.00","74,305.00","72,917.00",115.72K,-1.87%
26/03/2015,"74,305.00","73,611.00","74,305.00","72,917.00",140.88K,0.00%
25/03/2015,"74,305.00","74,305.00","74,305.00","72,917.00",132.15K,0.00%
24/03/2015,"74,305.00","74,305.00","74,305.00","73,611.00",137.43K,0.00%
23/03/2015,"74,305.00","74,305.00","75,000.00","73,611.00",160.86K,0.00%
20/03/2015,"74,305.00","74,305.00","75,000.00","74,305.00",117.75K,-0.93%
19/03/2015,"75,000.00","75,000.00","75,694.00","74,305.00",168.22K,-0.92%
18/03/2015,"75,694.00","75,000.00","75,694.00","75,000.00",124.69K,0.00%
17/03/2015,"75,694.00","75,694.00","75,694.00","75,000.00",98.31K,0.00%
16/03/2015,"75,694.00","75,000.00","75,694.00","75,000.00",221.39K,0.93%
13/03/2015,"75,000.00","75,000.00","75,694.00","74,305.00",235.61K,-0.92%
12/3/2015,"75,694.00","75,000.00","75,694.00","74,305.00",187.69K,0.93%
11/3/2015,"75,000.00","75,000.00","75,694.00","74,305.00",235.99K,0.00%
10/3/2015,"75,000.00","74,305.00","75,000.00","74,305.00",207.78K,0.94%
9/3/2015,"74,305.00","74,305.00","75,000.00","74,305.00",101.30K,0.00%
6/3/2015,"74,305.00","75,000.00","75,694.00","74,305.00",165.01K,-0.93%
5/3/2015,"75,000.00","75,694.00","75,694.00","74,305.00",132.12K,-0.92%
4/3/2015,"75,694.00","75,000.00","75,694.00","74,305.00",107.24K,0.93%
3/3/2015,"75,000.00","74,305.00","75,000.00","73,611.00",166.98K,0.94%
2/3/2015,"74,305.00","75,000.00","75,694.00","74,305.00",148.85K,-0.93%
27/02/2015,"75,000.00","75,694.00","75,694.00","74,305.00",119.58K,0.00%
26/02/2015,"75,000.00","75,694.00","76,389.00","75,000.00",226.63K,-0.92%
25/02/2015,"75,694.00","74,305.00","75,694.00","74,305.00",253.10K,1.87%
24/02/2015,"74,305.00","73,611.00","74,305.00","73,611.00",148.34K,0.94%
13/02/2015,"73,611.00","72,917.00","73,611.00","72,222.00",209.66K,0.95%
12/2/2015,"72,917.00","72,222.00","72,917.00","72,222.00",84.72K,0.00%
11/2/2015,"72,917.00","71,528.00","72,917.00","71,528.00",267.73K,1.94%
10/2/2015,"71,528.00","71,528.00","72,222.00","71,528.00",111.47K,-0.96%
9/2/2015,"72,222.00","71,528.00","72,222.00","70,833.00",140.26K,0.97%
6/2/2015,"71,528.00","71,528.00","72,222.00","71,528.00",71.34K,0.00%
5/2/2015,"71,528.00","71,528.00","72,917.00","70,833.00",224.04K,0.00%
4/2/2015,"71,528.00","70,139.00","71,528.00","69,444.00",140.72K,1.98%
3/2/2015,"70,139.00","71,528.00","72,222.00","70,139.00",248.49K,-1.94%
2/2/2015,"71,528.00","72,222.00","72,917.00","71,528.00",126.69K,-0.96%
30/01/2015,"72,222.00","72,222.00","72,917.00","71,528.00",209.78K,-0.95%
29/01/2015,"72,917.00","70,139.00","72,917.00","70,139.00",579.01K,3.96%
28/01/2015,"70,139.00","70,139.00","71,528.00","70,139.00",118.15K,-0.98%
27/01/2015,"70,833.00","69,097.00","72,222.00","69,097.00",373.52K,2.51%
26/01/2015,"69,097.00","69,444.00","70,139.00","69,097.00",166.08K,-0.50%
23/01/2015,"69,444.00","69,444.00","70,139.00","68,750.00",118.87K,0.50%
22/01/2015,"69,097.00","69,444.00","70,139.00","69,097.00",61.47K,-0.50%
21/01/2015,"69,444.00","70,139.00","70,833.00","69,097.00",116.54K,0.00%
20/01/2015,"69,444.00","68,403.00","70,139.00","68,403.00",102.15K,0.50%
19/01/2015,"69,097.00","69,444.00","69,444.00","68,750.00",87.77K,-0.50%
16/01/2015,"69,444.00","69,444.00","69,444.00","69,097.00",48.59K,0.00%
15/01/2015,"69,444.00","70,139.00","70,139.00","69,097.00",123.97K,-0.99%
14/01/2015,"70,139.00","71,528.00","71,528.00","69,444.00",126.07K,-0.98%
13/01/2015,"70,833.00","69,444.00","70,833.00","69,097.00",121.75K,2.00%
12/1/2015,"69,444.00","71,528.00","71,528.00","69,444.00",213.80K,-2.91%
9/1/2015,"71,528.00","69,097.00","71,528.00","68,750.00",418.16K,4.57%
8/1/2015,"68,403.00","68,056.00","68,750.00","67,708.00",101.74K,0.51%
7/1/2015,"68,056.00","66,667.00","68,403.00","66,667.00",279.55K,2.08%
6/1/2015,"66,667.00","66,667.00","67,361.00","65,972.00",145.28K,0.00%
5/1/2015,"66,667.00","66,667.00","67,014.00","66,319.00",101.22K,0.52%
31/12/2014,"66,319.00","65,972.00","66,319.00","65,625.00",147.18K,1.59%
30/12/2014,"65,278.00","65,278.00","65,278.00","64,583.00",72.53K,0.00%
29/12/2014,"65,278.00","65,278.00","65,625.00","64,583.00",139.77K,0.00%
26/12/2014,"65,278.00","65,972.00","65,972.00","64,931.00",158.24K,-0.53%
25/12/2014,"65,625.00","65,625.00","66,667.00","65,278.00",129.05K,-0.53%
24/12/2014,"65,972.00","66,667.00","66,667.00","65,625.00",114.73K,-0.52%
23/12/2014,"66,319.00","65,625.00","68,403.00","64,583.00",352.83K,2.14%
22/12/2014,"64,931.00","65,278.00","65,278.00","64,583.00",129.98K,-0.53%
19/12/2014,"65,278.00","65,278.00","65,625.00","64,236.00",194.79K,0.00%
18/12/2014,"65,278.00","64,236.00","65,278.00","64,236.00",148.68K,1.62%
17/12/2014,"64,236.00","67,708.00","68,056.00","64,236.00",334.97K,-5.13%
16/12/2014,"67,708.00","68,403.00","68,403.00","67,361.00",132.68K,-1.02%
15/12/2014,"68,403.00","68,750.00","68,750.00","68,403.00",66.46K,-0.50%
12/12/2014,"68,750.00","68,403.00","68,750.00","68,403.00",52.49K,0.00%
11/12/2014,"68,750.00","68,403.00","68,750.00","68,056.00",39.77K,0.00%
10/12/2014,"68,750.00","68,750.00","68,750.00","68,056.00",74.09K,0.51%
9/12/2014,"68,403.00","69,097.00","69,444.00","68,403.00",220.57K,-1.00%
8/12/2014,"69,097.00","69,444.00","69,444.00","69,097.00",66.66K,0.00%
5/12/2014,"69,097.00","69,444.00","70,139.00","69,097.00",69.16K,-1.49%
4/12/2014,"70,139.00","69,444.00","70,139.00","69,097.00",78.45K,1.00%
3/12/2014,"69,444.00","69,097.00","69,444.00","69,097.00",43.10K,0.50%
2/12/2014,"69,097.00","69,097.00","69,444.00","69,097.00",58.64K,0.00%
1/12/2014,"69,097.00","68,403.00","69,097.00","68,056.00",72.43K,0.50%
28/11/2014,"68,750.00","68,750.00","69,097.00","68,403.00",160.65K,-0.50%
27/11/2014,"69,097.00","69,444.00","69,444.00","68,750.00",130.16K,-0.50%
26/11/2014,"69,444.00","69,444.00","70,139.00","68,750.00",110.25K,0.00%
25/11/2014,"69,444.00","69,444.00","70,139.00","69,444.00",131.89K,0.00%
24/11/2014,"69,444.00","70,139.00","70,139.00","69,097.00",134.27K,-0.99%
21/11/2014,"70,139.00","70,139.00","70,833.00","70,139.00",105.31K,0.00%
20/11/2014,"70,139.00","70,833.00","70,833.00","70,139.00",113.11K,0.00%
19/11/2014,"70,139.00","71,528.00","72,222.00","70,139.00",196.82K,-1.94%
18/11/2014,"71,528.00","72,222.00","72,222.00","71,528.00",141.91K,-0.96%
17/11/2014,"72,222.00","72,222.00","72,917.00","71,528.00",125.58K,0.00%
14/11/2014,"72,222.00","72,222.00","72,917.00","71,528.00",162.98K,0.00%
13/11/2014,"72,222.00","72,917.00","72,917.00","72,222.00",98.01K,0.00%
12/11/2014,"72,222.00","72,917.00","72,917.00","72,222.00",92.78K,0.00%
11/11/2014,"72,222.00","72,917.00","72,917.00","72,222.00",119.03K,0.00%
10/11/2014,"72,222.00","72,917.00","72,917.00","72,222.00",151.83K,0.00%
7/11/2014,"72,222.00","72,222.00","72,917.00","72,222.00",129.70K,0.00%
6/11/2014,"72,222.00","72,222.00","72,917.00","72,222.00",83.22K,0.00%
5/11/2014,"72,222.00","72,222.00","72,917.00","71,528.00",236.15K,-0.95%
4/11/2014,"72,917.00","72,917.00","73,611.00","72,917.00",194.20K,0.00%
3/11/2014,"72,917.00","72,917.00","73,611.00","72,917.00",116.71K,0.00%
31/10/2014,"72,917.00","72,222.00","72,917.00","72,222.00",51.48K,0.96%
30/10/2014,"72,222.00","72,222.00","72,917.00","72,222.00",71.32K,0.00%
29/10/2014,"72,222.00","72,222.00","72,917.00","70,833.00",343.27K,0.97%
28/10/2014,"71,528.00","72,222.00","72,917.00","71,528.00",158.80K,-0.96%
27/10/2014,"72,222.00","72,917.00","73,611.00","72,222.00",189.26K,-1.89%
24/10/2014,"73,611.00","74,305.00","74,305.00","72,917.00",137.39K,-0.93%
23/10/2014,"74,305.00","74,305.00","75,000.00","73,611.00",214.79K,0.00%
22/10/2014,"74,305.00","74,305.00","75,000.00","73,611.00",132.77K,0.00%
21/10/2014,"74,305.00","73,611.00","75,000.00","72,917.00",248.37K,0.94%
20/10/2014,"73,611.00","74,305.00","74,305.00","72,917.00",92.06K,-0.93%
17/10/2014,"74,305.00","72,917.00","74,305.00","72,222.00",212.29K,1.90%
16/10/2014,"72,917.00","74,305.00","75,000.00","72,917.00",421.63K,-0.94%
15/10/2014,"73,611.00","75,000.00","75,000.00","73,611.00",290.32K,-1.85%
14/10/2014,"75,000.00","75,694.00","75,694.00","75,000.00",153.94K,-0.92%
13/10/2014,"75,694.00","75,694.00","76,389.00","75,000.00",129.01K,-0.91%
10/10/2014,"76,389.00","76,389.00","76,389.00","75,000.00",196.65K,0.00%
9/10/2014,"76,389.00","76,389.00","77,778.00","75,694.00",305.57K,0.00%
8/10/2014,"76,389.00","73,611.00","77,778.00","73,611.00",611.99K,3.77%
7/10/2014,"73,611.00","74,305.00","74,305.00","73,611.00",187.06K,-0.93%
6/10/2014,"74,305.00","73,611.00","74,305.00","72,917.00",373.32K,0.00%
3/10/2014,"74,305.00","74,305.00","75,000.00","73,611.00",281.09K,-0.93%
2/10/2014,"75,000.00","74,305.00","75,000.00","73,611.00",126.58K,0.94%
1/10/2014,"74,305.00","73,611.00","75,000.00","72,917.00",239.18K,1.90%
30/09/2014,"72,917.00","72,917.00","73,611.00","72,222.00",313.27K,0.00%
29/09/2014,"72,917.00","73,611.00","73,611.00","72,917.00",121.39K,-0.94%
26/09/2014,"73,611.00","73,611.00","74,305.00","72,917.00",161.93K,0.00%
25/09/2014,"73,611.00","73,611.00","74,305.00","72,917.00",165.17K,0.00%
24/09/2014,"73,611.00","74,305.00","75,000.00","73,611.00",87.45K,-1.85%
23/09/2014,"75,000.00","74,305.00","75,000.00","74,305.00",184.19K,0.00%
22/09/2014,"75,000.00","73,611.00","75,694.00","73,611.00",199.64K,1.89%
19/09/2014,"73,611.00","73,611.00","74,305.00","73,611.00",87.87K,-0.93%
18/09/2014,"74,305.00","74,305.00","75,000.00","73,611.00",238.00K,0.00%
17/09/2014,"74,305.00","75,000.00","75,694.00","74,305.00",145.04K,-0.93%
16/09/2014,"75,000.00","75,000.00","75,694.00","74,305.00",117.66K,0.00%
15/09/2014,"75,000.00","75,694.00","75,694.00","74,305.00",330.44K,-0.92%
